,Username,Played,Won,losses,winrate,newmmr,Games,count_character_has_won,count_character_has_been_played,accepting_games,skill_points,last_logged_in,badge_progressions,elo,lost_against,current_season_skill
25,Jules_217,13,7,6,0.538461538,998.2307692,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 3, 'R': 2, 'H': 4, 'W': 0, 'B': 2, 'M': 1, 'G': 0}","{'K': 4, 'A': 5, 'R': 3, 'H': 6, 'W': 3, 'B': 4, 'M': 1, 'G': 0}",TRUE,280,27:17.1,"[2, 2, 1, 3, 3, 2, 4, 4, 1, 0, 2, 2, 0, 1, 0, 0, 33, 0, 0, 280, 386, 115, 2, 0, 83, 0, 13, 6, 0, 1, 7, 0, 1, 12, 1, 4, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1203.681336,"['Gerr', 'BestWilliam', 'DoctorW', 'alan']",0
26,ruadh_mor,32,12,20,0.375,979.5,"['none', 'none', 'none', 'none', 'none']","{'K': 12, 'A': 0, 'R': 0, 'H': 12, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 30, 'A': 2, 'R': 3, 'H': 27, 'W': 1, 'B': 1, 'M': 0, 'G': 0}",TRUE,456,54:40.5,"[6, 12, 0, 0, 3, 0, 22, 12, 0, 0, 1, 0, 0, 0, 0, 0, 122, 0, 1, 456, 831, 185, 4, 0, 80, 0, 32, 30, 2, 0, 12, 1, 0, 47, 0, 10, 3, 0, 5, 5, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1131.664842,"['demander', 'Ellen', 'CalHaribo', 'Marta', 'Paulverise', 'Paulverise', 'Paulverise', 'Etess', 'cptKav', 'Etess', 'ECDr', 'ECDr', 'Nari', 'pool27', 'bladestoe', 'gummytribble', 'alan']",10
27,CalHaribo,48,26,22,0.541666667,993.9166667,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 3, 'R': 8, 'H': 18, 'W': 5, 'B': 8, 'M': 1, 'G': 7}","{'K': 3, 'A': 9, 'R': 17, 'H': 26, 'W': 7, 'B': 16, 'M': 4, 'G': 14}",TRUE,1092,09:13.5,"[1, 2, 4, 3, 10, 8, 7, 18, 3, 5, 12, 8, 2, 1, 9, 7, 129, 0, 1, 1092, 1592, 942, 4, 3, 93, 3, 48, 26, 3, 3, 26, 0, 1, 40, 0, 0, 4, 1, 9, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1221.493281,"['BestWilliam', 'BestWilliam', 'BestWilliam', 'DoctorW', 'Jules_217', 'sidb', 'sidb', 'cats', 'alan', 'cptKav', 'Etess', 'LewisDyer', 'alan', 'EarlofSurl', 'kubajj', 'kubajj', 'pool27', 'creilly1']",10
28,Porp,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,20,33:50.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 20, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1199.999697,,10
29,david,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,11:26.2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
30,temma,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,00:11.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
31,ScAer0n,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,51:19.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
32,azure,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,14:57.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
33,Etess,129,73,56,0.565891473,992.6899225,"['none', 'none', 'none', 'none', 'none']","{'K': 5, 'A': 35, 'R': 9, 'H': 1, 'W': 33, 'B': 16, 'M': 1, 'G': 46}","{'K': 7, 'A': 59, 'R': 22, 'H': 1, 'W': 59, 'B': 24, 'M': 1, 'G': 81}",TRUE,2345,47:03.5,"[2, 5, 7, 35, 21, 9, 1, 1, 56, 33, 21, 16, 0, 1, 19, 46, 342, 0, 1, 2345, 933, 1855, 6, 0, 99, 1, 127, 81, 22, 1, 73, 16, 4, 123, 13, 64, 19, 1, 8, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1231.642888,"['georgedo', 'Ellen', 'BestWilliam', 'BestWilliam', 'Ellen', 'Ellen', 'Mageofheart', 'Luca1802', 'cptKav', 'Gerr', 'Ellen', 'sidb', 'Rarno', 'Rarno', 'Nari', 'EarlofSurl', 'Marta', 'Nari', 'sidb', 'Sabotage', 'EarlofSurl', 'pigeon', 'timri', 'whiplash', 'norgart', 'creilly1', 'cwallis', 'Jamie', 'Jamie', 'Deanerbeck', 'DoctorW', 'sstein', 'Deanerbeck', 'Luca1802', 'Frp97']",10
34,BabaG,1,0,1,0,998,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 1, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,15,12:49.5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 20, 0, 0, 0, 0, 61, 0, 1, 1, 0, 0, 0, 2, 4, 3, 0, 10, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1195.013351,['Etess'],0
35,cats,19,11,8,0.578947368,999.6315789,"['none', 'none', 'none', 'none', 'none']","{'K': 11, 'A': 2, 'R': 3, 'H': 1, 'W': 2, 'B': 1, 'M': 1, 'G': 1}","{'K': 19, 'A': 4, 'R': 5, 'H': 1, 'W': 2, 'B': 3, 'M': 2, 'G': 2}",TRUE,533,00:13.7,"[1, 11, 4, 2, 5, 3, 0, 1, 2, 2, 3, 1, 2, 1, 2, 1, 50, 0, 0, 546, 242, 402, 8, 0, 87, 1, 19, 19, 0, 0, 11, 1, 1, 19, 0, 26, 2, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1212.079787,"['alan', 'l17r', 'astrospanner', 'Frp97', 'dalinar', 'astrospanner']",0
36,grobis,1,1,0,1,1001,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,83,31:21.0,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 83, 245, 0, 1, 1, 63, 0, 1, 1, 0, 0, 1, 1, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1204.87697,,0
37,cute320215,9,6,3,0.666666667,1002,"['none', 'none', 'none', 'none', 'none']","{'K': 6, 'A': 0, 'R': 5, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 8, 'A': 1, 'R': 8, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,472,30:32.7,"[3, 6, 0, 0, 5, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 1, 472, 2829, 83, 4, 0, 76, 0, 9, 8, 2, 0, 6, 3, 1, 14, 0, 4, 1, 0, 2, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1213.335612,"['LewisDyer', 'CalHaribo']",10
38,Tom_,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,45:15.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
39,Marilu,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,20,40:43.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 20, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
40,Super_Ia,7,2,5,0.285714286,993.4285714,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 2, 'R': 2, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 7, 'R': 6, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,103,16:00.7,"[0, 0, 2, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 103, 115, 0, 2, 2, 62, 0, 7, 7, 0, 0, 2, 0, 1, 2, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1186.579904,"['BestWilliam', 'Ellen', 'cptKav', 'Connman96', 'Mageofheart']",0
41,Connman96,3,1,2,0.333333333,997.6666667,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 2, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,54,09:42.5,"[1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 54, 0, 40, 1, 0, 65, 0, 3, 3, 0, 0, 1, 1, 4, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1195.236741,"['Luca1802', 'BestWilliam']",0
42,DoctorW,79,40,39,0.506329114,981.7468354,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 4, 'R': 31, 'H': 9, 'W': 15, 'B': 11, 'M': 5, 'G': 5}","{'K': 2, 'A': 7, 'R': 61, 'H': 18, 'W': 31, 'B': 22, 'M': 11, 'G': 6}",TRUE,2047,53:29.1,"[0, 0, 5, 4, 33, 31, 12, 9, 10, 15, 9, 11, 4, 5, 6, 5, 81, 5, 5, 2047, 2803, 920, 7, 0, 90, 2, 79, 61, 10, 1, 40, 4, 1, 98, 0, 80, 11, 1, 7, 1, 0, 148, 149, 0, 0, 0, 0, 0, 0, 0]",1145.502202,"['Gerr', 'BestWilliam', 'cats', 'ruadh_mor', 'Rarno', 'Rarno', 'cats', 'Kjreid', 'EarlofSurl', 'ECDr', 'Jamie', 'walshy1066', 'Marta', 'Jamie', 'creilly1', 'cptKav', 'jack', 'charlotte', 'sstein', 'creilly1', 'Paddy', 'georgedo', 'Fbomb', 'sstein', 'Paddy', 'Paddy', 'Luca1802', 'dalinar']",148
43,MG13,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,20,02:44.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
44,TrueGrit,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,00:24.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
45,michel,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,08:57.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
46,melon,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,00:35.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
47,creilly2,166,82,84,0.493975904,955.4939759,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 6, 'R': 60, 'H': 4, 'W': 36, 'B': 9, 'M': 34, 'G': 11}","{'K': 12, 'A': 23, 'R': 106, 'H': 7, 'W': 76, 'B': 25, 'M': 54, 'G': 29}",TRUE,3216,27:00.6,"[2, 4, 6, 6, 99, 60, 1, 4, 6, 36, 19, 9, 6, 34, 27, 11, 638, 2, 1, 3216, 1494, 1209, 12, 1, 95, 7, 166, 106, 31, 0, 82, 22, 18, 3, 11, 112, 45, 1, 6, 0, 0, 100, 0, 9, 0, 0, 0, 0, 0, 0]",1192.756119,"['Etess', 'Paulverise', 'LewisDyer', 'probablytom', 'TheMaster', 'TheMaster', 'ruadh_mor', 'TheMaster', 'probablytom', 'probablytom', 'Sabotage', 'probablytom', 'cute320215', 'Paddy', 'asdf', 'probablytom', 'pool27', 'probablytom', 'probablytom', 'probablyrob', 'Frp97', 'apropos0', 'bladestoe', 'probablytom', 'Beth', 'cwallis', 'georgedo', 'Ellen', 'creilly1', 'creilly1', 'probablytom', 'probablytom', 'Beth', 'creilly1', 'creilly1', 'Frp97', 'creilly1', 'probablytom', 'tanini']",100
48,sidb,30,16,14,0.533333333,995.4666667,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 6, 'R': 6, 'H': 6, 'W': 1, 'B': 1, 'M': 3, 'G': 5}","{'K': 5, 'A': 11, 'R': 13, 'H': 10, 'W': 2, 'B': 4, 'M': 4, 'G': 11}",TRUE,705,26:39.3,"[3, 4, 5, 6, 11, 6, 8, 6, 2, 1, 0, 1, 1, 3, 0, 5, 99, 0, 0, 705, 665, 503, 5, 1, 92, 2, 30, 13, 3, 0, 16, 6, 3, 28, 0, 132, 4, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1206.714568,"['DoctorW', 'probablytom', 'Etess', 'DoctorW', 'creilly2', 'creilly2', 'Sabotage', 'tanini', 'dalinar', 'Sabotage']",0
49,Robulous1,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,49:23.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
50,narhguoliac,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,13:15.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
51,Turner,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,37:45.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
52,LewisDyer,21,9,12,0.428571429,990.1428571,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 4, 'R': 3, 'H': 5, 'W': 3, 'B': 1, 'M': 2, 'G': 0}","{'K': 2, 'A': 9, 'R': 7, 'H': 11, 'W': 8, 'B': 2, 'M': 3, 'G': 0}",TRUE,400,11:54.6,"[1, 0, 2, 4, 4, 3, 9, 5, 3, 3, 1, 1, 1, 2, 0, 0, 30, 0, 1, 400, 539, 122, 3, 3, 74, 0, 21, 11, 1, 1, 9, 2, 1, 21, 0, 2, 2, 1, 4, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1170.417303,"['sidb', 'cptKav', 'apropos0', 'Etess', 'Rarno', 'DoctorW', 'cptKav', 'ruadh_mor', 'apropos0', 'alan']",10
53,QueenAnne,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,39:14.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
54,GReat,8,3,5,0.375,994.875,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 2, 'R': 1, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 5, 'R': 2, 'H': 5, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",TRUE,174,35:50.9,"[1, 2, 3, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 174, 598, 0, 2, 1, 62, 0, 8, 5, 0, 1, 3, 2, 0, 11, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1191.640955,"['Alliyana', 'tanini', 'creilly1', 'Deanerbeck', 'Deanerbeck']",0
55,Arthurs,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,07:47.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
56,Dark_Knight,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,56:10.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
57,apropos0,1004,529,475,0.52689243,829.2739044,"[None, None, None, None, None]","{'K': 20, 'A': 20, 'R': 236, 'H': 11, 'W': 255, 'B': 40, 'M': 71, 'G': 405}","{'K': 53, 'A': 43, 'R': 466, 'H': 26, 'W': 450, 'B': 74, 'M': 126, 'G': 746}",TRUE,16524,51:52.5,"[43, 20, 11, 20, 419, 236, 15, 11, 323, 255, 43, 40, 48, 71, 90, 405, 1924, 1, 1, 16524, 1002, 4143, 11, 0, 100, 26, 992, 746, 171, 15, 529, 1, 4, 950, 0, 10, 338, 1, 8, 0, 0, 11621, 431, 10604, 0, 0, 0, 0, 0, 0]",10481.7332,"['Etess', 'Etess', 'Etess', 'Paulverise', 'Paulverise', 'versatile', 'Alliyana', 'Marta', 'Jamie', 'Jamie', 'OKaemii', 'Jamie', 'Jamie', 'jonildo', 'tanini', 'Manakish', 'Manakish', 'tanini', 'tanini', 'tanini', 'elennon', 'jack', 'Manakish', 'sophie', 'Apollogize', 'sophie', 'charlotte', 'Apollogize', 'Benlog', 'Fbomb', 'DoctorW', 'jack', 'Apollogize', 'sophie', 'Apollogize', 'elennon', 'creilly1', 'creilly1', 'creilly1', 'Jhannah', 'georgedo', 'eggface', 'creilly1', 'creilly1', 'alcam456', 'creilly1', 'Ezzey', 'Andy', 'Andy', 'Ezzey', 'creilly1', 'Ezzey', 'elennon', 'rocinante', 'creilly1', 'rocinante', 'Ezzey', 'creilly1', 'Ezzey', 'Andy', 'Nari', 'Nari', 'Nari', 'Nari', 'Nari', 'Nari', 'Nari', 'Nari', 'Nari', 'Ellen', 'elennon', 'elennon', 'Nari', 'ECDr', 'Nari', 'ECDr', 'ECDr', 'Ellen', 'ECDr', 'Nari', 'ECDr', 'ECDr', 'elennon', 'cptKav', 'Nari', 'Nari', 'timri', 'timri', 'DX13', 'DX13', 'DX13', 'timri', 'timri', 'cptKav', 'Deanerbeck', 'Luca1802', 'Luca1802', 'Deanerbeck', 'Deanerbeck', 'Deanerbeck', 'Luca1802', 'Luca1802', 'Deanerbeck', 'Luca1802', 'Deanerbeck', 'Deanerbeck', 'Luca1802', 'Luca1802', 'Luca1802', 'alan', 'Luca1802', 'alan', 'Tharry0', 'Lotua', 'Luca1802', 'Deanerbeck', 'Lotua', 'Tharry0', 'Deanerbeck', 'Deanerbeck', 'Luca1802', 'Deanerbeck', 'Lotua', 'Luca1802', 'Deanerbeck']",11621
58,pool27,115,52,63,0.452173913,954.4869565,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 6, 'R': 15, 'H': 13, 'W': 21, 'B': 6, 'M': 27, 'G': 15}","{'K': 2, 'A': 13, 'R': 32, 'H': 36, 'W': 42, 'B': 13, 'M': 63, 'G': 29}",TRUE,1867,49:03.7,"[1, 1, 8, 6, 24, 15, 21, 13, 24, 21, 6, 6, 23, 27, 8, 15, 504, 0, 1, 1877, 1817, 1449, 3, 0, 94, 2, 115, 63, 25, 1, 52, 11, 0, 115, 5, 0, 26, 1, 5, 1, 0, 149, 658, 77, 0, 0, 0, 0, 0, 0]",1171.171603,"['probablytom', 'probablytom', 'Ellen', 'bcslippers', 'kubajj', 'kubajj', 'kubajj', 'kubajj', 'probablytom', 'charlotte', 'whiplash', 'whiplash', 'Deanerbeck', 'whiplash', 'Etess', 'apropos0', 'Jamie', 'walshy1066', 'apropos0', 'Ellen', 'apropos0', 'Frp97', 'Marta', 'Jamie', 'Jamie', 'Marta', 'sophie', 'Jamie', 'Marta', 'whiplash', 'georgedo', 'probablytom', 'timri', 'Silver', 'Silver', 'sophie', 'DavetheRave']",139
