,Username,Played,Won,tag_bg,Games,count_character_has_won,count_character_has_been_played,accepting_games,skill_points,last_logged_in,badge_progressions,elo,lost_against,current_season_skill,win_rate,Knight_played,Archer_played,Rogue_played,Healer_played,Wizard_played,Barbarian_played,Monk_played,Gunner_played,Knight_win,Archer_win,Rogue_win,Healer_win,Wizard_win,Barbarian_win,Monk_win,Gunner_win
30,Etess,129,73,green,"['none', 'none', 'none', 'none', 'none']","{'K': 5, 'A': 35, 'R': 9, 'H': 1, 'W': 33, 'B': 16, 'M': 1, 'G': 46}","{'K': 7, 'A': 59, 'R': 22, 'H': 1, 'W': 59, 'B': 24, 'M': 1, 'G': 81}",True,2345,2020-05-08 22:47:03.503000,"[2, 5, 7, 35, 21, 9, 1, 1, 56, 33, 21, 16, 0, 1, 19, 46, 342, 0, 1, 2345, 933, 1855, 6, 0, 99, 1, 127, 81, 22, 1, 73, 16, 4, 123, 13, 64, 19, 1, 8, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1231.6428879445868,"['georgedo', 'Ellen', 'BestWilliam', 'BestWilliam', 'Ellen', 'Ellen', 'Mageofheart', 'Luca1802', 'cptKav', 'Gerr', 'Ellen', 'sidb', 'Rarno', 'Rarno', 'Nari', 'EarlofSurl', 'Marta', 'Nari', 'sidb', 'Sabotage', 'EarlofSurl', 'pigeon', 'timri', 'whiplash', 'norgart', 'creilly1', 'cwallis', 'Jamie', 'Jamie', 'Deanerbeck', 'DoctorW', 'sstein', 'Deanerbeck', 'Luca1802', 'Frp97']",10,56.58914728682171,7,59,22,1,59,24,1,81,5,35,9,1,33,16,1,46
31,timri,429,242,oddysey,"['none', 'none', 'none', 'none', 'none']","{'K': 34, 'A': 9, 'R': 2, 'H': 33, 'W': 14, 'B': 189, 'M': 0, 'G': 203}","{'K': 67, 'A': 20, 'R': 3, 'H': 66, 'W': 27, 'B': 319, 'M': 2, 'G': 348}",True,11109,2020-09-17 22:03:12.478000,"[3, 34, 11, 9, 3, 2, 66, 33, 24, 14, 317, 189, 0, 0, 2, 203, 458, 4, 2, 11109, 2626, 2193, 13, 2, 98, 2, 426, 348, 52, 41, 242, 165, 32, 304, 6, 59, 118, 1, 6, 0, 68, 7909, 3580, 7469, 0, 0, 0, 0, 0, 0]",3646.6010089740375,"['Paddy', 'versatile', 'asdf', 'Sabotage', 'whiplash', 'probablyrob', 'Sabotage', 'pool27', 'probablytom', 'pool27', 'pool27', 'kubajj', 'Jamie', 'probablytom', 'Nonni', 'Sabotage', 'Paddy', 'Paddy', 'creilly2', 'demander', 'creilly2', 'basta', 'Apollogize', 'alan', 'tanini', 'jaymoney', 'sstein', 'Ezzey', 'ECDr', 'Ezzey', 'eggface', 'georgedo', 'sstein', 'Martin', 'sstein', 'ECDr', 'basta', 'Ezzey', 'Nari', 'Nari', 'Nari', 'Nari', 'ECDr', 'Deanerbeck', 'cptKav', 'chins', 'Deanerbeck', 'apropos0', 'apropos0', 'ECDr', 'Deanerbeck', 'Frp97', 'Deanerbeck', 'probablytom', 'probablytom', 'Frp97', 'Frp97', 'Frp97', 'probablytom', 'apropos0', 'Frp97', 'Deanerbeck', 'DX13', 'DX13', 'Frp97', 'Frp97']",7909,56.41025641025641,67,20,3,66,27,319,2,348,34,9,2,33,14,189,0,203
32,sophie,89,50,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 37, 'A': 1, 'R': 9, 'H': 0, 'W': 2, 'B': 28, 'M': 2, 'G': 21}","{'K': 61, 'A': 4, 'R': 18, 'H': 1, 'W': 8, 'B': 53, 'M': 4, 'G': 29}",True,2456,2020-05-28 17:24:09.821000,"[28, 37, 0, 1, 15, 9, 1, 0, 6, 2, 18, 28, 1, 2, 20, 21, 72, 2, 1, 2456, 3486, 870, 8, 2, 92, 1, 89, 61, 8, 6, 50, 20, 4, 91, 3, 27, 15, 1, 5, 0, 8, 1213, 1294, 789, 0, 0, 0, 0, 0, 0]",1389.580551029064,"['timri', 'Marta', 'GReat', 'charlotte', 'DavetheRave', 'jonildo', 'Luca1802', 'Gerr', 'jonildo', 'cptKav', 'kubajj', 'jonildo', 'Nonni', 'Manakish', 'tanini', 'georgedo', 'Luca1802', 'ECDr', 'ECDr', 'Nari', 'Frp97', 'Deanerbeck', 'DavetheRave', 'AMrza99']",1213,56.17977528089888,61,4,18,1,8,53,4,29,37,1,9,0,2,28,2,21
33,Luca1802,410,229,purple,"[None, None, None, None, None]","{'K': 85, 'A': 10, 'R': 36, 'H': 10, 'W': 19, 'B': 165, 'M': 25, 'G': 108}","{'K': 147, 'A': 22, 'R': 78, 'H': 17, 'W': 44, 'B': 273, 'M': 49, 'G': 188}",True,11810,2020-09-24 11:29:29.536000,"[20, 85, 5, 10, 61, 36, 7, 10, 28, 19, 208, 165, 14, 25, 66, 108, 1093, 12, 3, 11810, 2782, 1174, 10, 0, 98, 17, 409, 273, 48, 38, 229, 42, 2, 468, 17, 9, 119, 1, 5, 4, 16, 9515, 2768, 6416, 0, 0, 0, 0, 0, 0]",2088.787122533815,"['BestWilliam', 'CalHaribo', 'BestWilliam', 'BestWilliam', 'Jamie', 'creilly2', 'rocinante', 'Jamie', 'Paddy', 'Manakish', 'creilly1', 'creilly1', 'creilly2', 'basta', 'basta', 'basta', 'deathseeker', 'basta', 'Silver', 'basta', 'creilly1', 'BetterThanU', 'BetterThanU', 'Tharry0', 'Martin', 'Martin', 'Martin', 'Nari', 'elennon', 'chins', 'cptKav', 'Nari', 'timri', 'Nari', 'Beccccca', 'Beccccca', 'timri', 'timri', 'timri', 'DX13', 'timri', 'l17r', 'l17r', 'l17r', 'l17r', 'l17r', 'l17r', 'Frp97', 'Frp97', 'l17r', 'l17r', 'timri', 'timri', 'timri', 'alan', 'Lotua', 'Deanerbeck', 'Beccccca', 'apropos0', 'Beccccca', 'Lotua']",9510,55.85365853658537,147,22,78,17,44,273,49,188,85,10,36,10,19,165,25,108
34,EarlofSurl,56,31,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 5, 'R': 7, 'H': 2, 'W': 16, 'B': 2, 'M': 12, 'G': 14}","{'K': 8, 'A': 8, 'R': 17, 'H': 3, 'W': 27, 'B': 3, 'M': 27, 'G': 19}",True,1001,2020-04-12 18:34:12.302000,"[5, 4, 4, 5, 12, 7, 2, 2, 13, 16, 0, 2, 7, 12, 13, 14, 232, 0, 0, 1001, 1285, 885, 5, 0, 93, 3, 56, 27, 13, 1, 31, 0, 1, 52, 0, 15, 11, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1210.7836085039573,"['l17r', 'Ellen', 'Ellen', 'creilly1', 'Beth', 'pigeon', 'pigeon', 'pigeon', 'bladestoe', 'cptKav', 'cptKav', 'Marta', 'Marta', 'kubajj']",0,55.35714285714286,8,8,17,3,27,3,27,19,4,5,7,2,16,2,12,14
35,astrospanner,11,6,oddysey,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 6, 'R': 3, 'H': 0, 'W': 1, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 11, 'R': 5, 'H': 3, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",True,320,2020-05-22 09:49:10.097000,"[1, 2, 4, 6, 3, 3, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 43, 0, 1, 320, 1255, 164, 3, 3, 70, 0, 11, 11, 1, 0, 6, 0, 0, 13, 0, 0, 2, 0, 3, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0]",1150.2340189100835,"['l17r', 'l17r', 'timri']",50,54.54545454545454,2,11,5,3,1,0,0,0,2,6,3,0,1,0,0,0
36,Manakish,46,25,green,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 3, 'R': 11, 'H': 0, 'W': 1, 'B': 1, 'M': 21, 'G': 10}","{'K': 10, 'A': 10, 'R': 17, 'H': 2, 'W': 4, 'B': 2, 'M': 31, 'G': 16}",True,1320,2020-05-20 10:52:37.961000,"[4, 3, 9, 3, 15, 11, 2, 0, 0, 1, 0, 1, 1, 21, 15, 10, 51, 0, 1, 1320, 3305, 463, 6, 0, 88, 2, 46, 31, 15, 1, 25, 0, 0, 49, 0, 4, 7, 1, 6, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1222.2144249648711,"['jonildo', 'Deanerbeck', 'Deanerbeck', 'Deanerbeck', 'Deanerbeck', 'basta', 'georgedo', 'elennon', 'jack', 'Paddy', 'DavetheRave', 'Fbomb', 'tanini', 'l17r']",10,54.347826086956516,10,10,17,2,4,2,31,16,3,3,11,0,1,1,21,10
37,CalHaribo,48,26,green,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 3, 'R': 8, 'H': 18, 'W': 5, 'B': 8, 'M': 1, 'G': 7}","{'K': 3, 'A': 9, 'R': 17, 'H': 26, 'W': 7, 'B': 16, 'M': 4, 'G': 14}",True,1092,2020-05-12 08:09:13.504000,"[1, 2, 4, 3, 10, 8, 7, 18, 3, 5, 12, 8, 2, 1, 9, 7, 129, 0, 1, 1092, 1592, 942, 4, 3, 93, 3, 48, 26, 3, 3, 26, 0, 1, 40, 0, 0, 4, 1, 9, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1221.4932805463313,"['BestWilliam', 'BestWilliam', 'BestWilliam', 'DoctorW', 'Jules_217', 'sidb', 'sidb', 'cats', 'alan', 'cptKav', 'Etess', 'LewisDyer', 'alan', 'EarlofSurl', 'kubajj', 'kubajj', 'pool27', 'creilly1']",10,54.166666666666664,3,9,17,26,7,16,4,14,2,3,8,18,5,8,1,7
38,Jhannah,115,62,green,"['none', 'none', 'none', 'none', None]","{'K': 0, 'A': 2, 'R': 28, 'H': 0, 'W': 31, 'B': 2, 'M': 38, 'G': 23}","{'K': 1, 'A': 8, 'R': 51, 'H': 3, 'W': 51, 'B': 5, 'M': 66, 'G': 35}",True,2227,2020-08-05 12:01:51.728000,"[0, 0, 2, 2, 36, 28, 2, 0, 13, 31, 3, 2, 36, 38, 18, 23, 506, 1, 1, 2227, 0, 0, 8, 0, 92, 1, 110, 66, 33, 3, 62, 9, 6, 83, 6, 0, 25, 1, 6, 1, 12, 1976, 1675, 1846, 0, 0, 0, 0, 0, 0]",86.62629260927878,"['Fudgewolf', 'Finlad', 'Andy', 'Andy', 'Andy', 'Andy', 'sstein', 'Martin', 'aaaa', 'musicalSpear', 'tickler', 'bobabell', 'bobabell', 'Jules', 'LLilliputian', 'LLilliputian', 'Ezzey', 'Deanerbeck', 'Martin', 'Ezzey', 'Ezzey', 'chins', 'Apollogize']",1976,53.91304347826087,1,8,51,3,51,5,66,35,0,2,28,0,31,2,38,23
39,Jambo9000,13,7,green,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 4, 'R': 2, 'H': 4, 'W': 1, 'B': 0, 'M': 0, 'G': 0}","{'K': 8, 'A': 8, 'R': 3, 'H': 6, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",True,380,2020-05-28 20:49:31.369000,"[3, 3, 5, 4, 1, 2, 4, 4, 0, 1, 0, 0, 0, 0, 0, 0, 22, 1, 1, 380, 0, 0, 2, 0, 71, 0, 13, 8, 1, 1, 7, 5, 0, 11, 2, 6, 2, 0, 1, 0, 3, 380, 3055, 0, 0, 0, 0, 0, 0, 0]",909.8604313667357,"['apropos0', 'apropos0', 'apropos0', 'apropos0']",380,53.84615384615385,8,8,3,6,1,0,0,0,3,4,2,4,1,0,0,0
40,Jules_217,13,7,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 3, 'R': 2, 'H': 4, 'W': 0, 'B': 2, 'M': 1, 'G': 0}","{'K': 4, 'A': 5, 'R': 3, 'H': 6, 'W': 3, 'B': 4, 'M': 1, 'G': 0}",True,280,2020-04-13 10:27:17.123000,"[2, 2, 1, 3, 3, 2, 4, 4, 1, 0, 2, 2, 0, 1, 0, 0, 33, 0, 0, 280, 386, 115, 2, 0, 83, 0, 13, 6, 0, 1, 7, 0, 1, 12, 1, 4, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1203.681335753107,"['Gerr', 'BestWilliam', 'DoctorW', 'alan']",0,53.84615384615385,4,5,3,6,3,4,1,0,2,3,2,4,0,2,1,0
41,Jamie,270,145,oddysey,"['none', 'none', 'none', 'none', 'none']","{'K': 101, 'A': 1, 'R': 13, 'H': 1, 'W': 10, 'B': 91, 'M': 2, 'G': 71}","{'K': 176, 'A': 3, 'R': 29, 'H': 3, 'W': 23, 'B': 162, 'M': 10, 'G': 132}",True,4230,2020-05-12 15:49:47.158000,"[59, 101, 3, 1, 13, 13, 1, 1, 12, 10, 81, 91, 6, 2, 94, 71, 1401, 0, 1, 4230, 1574, 3639, 7, 0, 100, 3, 269, 176, 31, 4, 145, 57, 20, 187, 20, 3, 86, 1, 6, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1258.2069066796757,"['probablytom', 'probablytom', 'probablytom', 'probablytom', 'probablyrob', 'creilly2', 'probablytom', 'totem37', 'probablytom', 'kubajj', 'rocinante', 'ECDr', 'ECDr', 'meow', 'umachan', 'Ellen', 'Ellen', 'umachan', 'Ellen', 'rocinante', 'Frp97', 'rocinante', 'sstein', 'Ellen', 'tanini', 'ECDr', 'tanini', 'Fbomb', 'Fbomb', 'charlotte', 'Nari', 'tanini', 'Nari', 'timri', 'Beth', 'sophie', 'Frp97', 'Ellen']",10,53.70370370370371,176,3,29,3,23,162,10,132,101,1,13,1,10,91,2,71
42,kubajj,216,116,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 21, 'A': 4, 'R': 76, 'H': 3, 'W': 8, 'B': 8, 'M': 95, 'G': 17}","{'K': 34, 'A': 13, 'R': 128, 'H': 8, 'W': 23, 'B': 16, 'M': 164, 'G': 46}",True,3434,2020-08-12 18:29:52.673000,"[18, 21, 10, 4, 120, 76, 7, 3, 17, 8, 9, 8, 22, 95, 13, 17, 739, 0, 1, 3434, 941, 2929, 12, 0, 99, 8, 216, 164, 68, 3, 116, 24, 7, 234, 15, 18, 58, 1, 6, 1, 1, 35, 0, 0, 0, 0, 0, 0, 0, 0]",1261.7921298064646,"['Paddy', 'Paddy', 'Etess', 'asdf', 'Etess', 'Etess', 'gummytribble', 'gummytribble', 'Etess', 'gummytribble', 'Etess', 'yasmin_f', 'probablyrob', 'Paddy', 'Alliyana', 'creilly2', 'cwallis', 'cwallis', 'walshy1066', 'whiplash', 'Felix42', 'Etess', 'Etess', 'apropos0', 'tanini', 'tanini', 'Deanerbeck', 'Deanerbeck', 'pool27', 'tanini', 'Jamie', 'apropos0', 'Marta', 'creilly1', 'cwallis', 'Jamie', 'apropos0', 'apropos0', 'apropos0', 'apropos0', 'georgedo', 'probablytom']",35,53.70370370370371,34,13,128,8,23,16,164,46,21,4,76,3,8,8,95,17
43,Benlog,28,15,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 2, 'R': 9, 'H': 5, 'W': 2, 'B': 2, 'M': 2, 'G': 5}","{'K': 6, 'A': 7, 'R': 14, 'H': 6, 'W': 3, 'B': 6, 'M': 7, 'G': 7}",True,757,2020-05-02 22:34:55.228000,"[3, 3, 4, 2, 12, 9, 3, 5, 0, 2, 3, 2, 1, 2, 2, 5, 69, 0, 1, 769, 4226, 50, 5, 0, 78, 3, 28, 14, 5, 1, 15, 0, 0, 27, 0, 2, 1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1204.5577621357309,"['timri', 'Apollogize', 'creilly1', 'Deanerbeck', 'Deanerbeck', 'l17r', 'creilly1', 'Paddy', 'dalinar', 'Luca1802', 'ECDr', 'DavetheRave']",0,53.57142857142857,6,7,14,6,3,6,7,7,3,2,9,5,2,2,2,5
44,sidb,30,16,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 6, 'R': 6, 'H': 6, 'W': 1, 'B': 1, 'M': 3, 'G': 5}","{'K': 5, 'A': 11, 'R': 13, 'H': 10, 'W': 2, 'B': 4, 'M': 4, 'G': 11}",True,705,2020-04-14 09:26:39.276000,"[3, 4, 5, 6, 11, 6, 8, 6, 2, 1, 0, 1, 1, 3, 0, 5, 99, 0, 0, 705, 665, 503, 5, 1, 92, 2, 30, 13, 3, 0, 16, 6, 3, 28, 0, 132, 4, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1206.7145675564946,"['DoctorW', 'probablytom', 'Etess', 'DoctorW', 'creilly2', 'creilly2', 'Sabotage', 'tanini', 'dalinar', 'Sabotage']",0,53.333333333333336,5,11,13,10,2,4,4,11,4,6,6,6,1,1,3,5
45,LLilliputian,47,25,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 7, 'R': 13, 'H': 2, 'W': 14, 'B': 1, 'M': 4, 'G': 8}","{'K': 8, 'A': 11, 'R': 25, 'H': 5, 'W': 23, 'B': 3, 'M': 8, 'G': 11}",True,1092,2020-05-24 19:44:22.526000,"[5, 1, 5, 7, 19, 13, 1, 2, 10, 14, 1, 1, 0, 4, 6, 8, 277, 0, 1, 1058, 0, 0, 3, 0, 85, 3, 47, 25, 9, 1, 25, 2, 0, 22, 1, 0, 9, 1, 3, 1, 5, 1058, 892, 747, 0, 0, 0, 0, 0, 0]",1657.6117658113546,"['Chrispie111', 'Deanerbeck', 'BetterThanU', 'BetterThanU', 'Martin', 'Martin', 'Martin', 'sstein', 'DavetheRave', 'adamski5298', 'Master4444', 'Master4444', 'sstein']",1092,53.191489361702125,8,11,25,5,23,3,8,11,1,7,13,2,14,1,4,8
46,meow,32,17,green,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 0, 'R': 0, 'H': 1, 'W': 0, 'B': 14, 'M': 3, 'G': 15}","{'K': 1, 'A': 2, 'R': 3, 'H': 4, 'W': 2, 'B': 23, 'M': 6, 'G': 23}",True,740,2020-04-17 07:36:55.618000,"[0, 1, 1, 0, 1, 0, 4, 1, 1, 0, 1, 14, 1, 3, 23, 15, 188, 0, 0, 740, 3153, 524, 5, 2, 81, 1, 32, 23, 3, 1, 17, 0, 3, 35, 0, 0, 6, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1217.3570847864949,"['creilly1', 'bijtis', 'Fbomb', 'Fbomb', 'Frp97', 'Fbomb', 'OKaemii', 'cptKav', 'Jamie']",0,53.125,1,2,3,4,2,23,6,23,1,0,0,1,0,14,3,15
47,versatile,32,17,geometric,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 2, 'R': 14, 'H': 1, 'W': 0, 'B': 1, 'M': 13, 'G': 0}","{'K': 5, 'A': 5, 'R': 23, 'H': 5, 'W': 2, 'B': 2, 'M': 21, 'G': 1}",False,613,2020-04-14 16:16:10.974000,"[2, 3, 1, 2, 23, 14, 4, 1, 0, 0, 1, 1, 1, 13, 0, 0, 114, 0, 0, 613, 1508, 527, 3, 0, 87, 1, 32, 23, 7, 0, 17, 6, 4, 19, 9, 0, 8, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1208.8130234433283,"['cptKav', 'cptKav', 'asdf', 'Beth', 'Kjreid', 'gummytribble', 'Ellen']",0,53.125,5,5,23,5,2,2,21,1,3,2,14,1,0,1,13,0
48,Gerr,36,19,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 4, 'R': 14, 'H': 4, 'W': 12, 'B': 1, 'M': 3, 'G': 0}","{'K': 1, 'A': 5, 'R': 27, 'H': 9, 'W': 23, 'B': 1, 'M': 6, 'G': 0}",True,937,2020-05-25 20:45:30.559000,"[1, 0, 1, 4, 15, 14, 8, 4, 9, 12, 0, 1, 2, 3, 0, 0, 65, 0, 1, 937, 1418, 334, 3, 1, 92, 0, 36, 27, 6, 0, 19, 10, 3, 15, 9, 21, 3, 1, 3, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1176.3566836604537,"['demander', 'cats', 'cats', 'cptKav', 'cats', 'cats', 'georgedo', 'probablytom', 'Sabotage', 'cats', 'georgedo', 'probablyrob', 'Beth', 'Ellen']",10,52.77777777777778,1,5,27,9,23,1,6,0,0,4,14,4,12,1,3,0
49,apropos0,1004,529,blue,"[None, None, None, None, None]","{'K': 20, 'A': 20, 'R': 236, 'H': 11, 'W': 255, 'B': 40, 'M': 71, 'G': 405}","{'K': 53, 'A': 43, 'R': 466, 'H': 26, 'W': 450, 'B': 74, 'M': 126, 'G': 746}",True,16524,2020-09-24 11:51:52.464000,"[43, 20, 11, 20, 419, 236, 15, 11, 323, 255, 43, 40, 48, 71, 90, 405, 1924, 1, 1, 16524, 1002, 4143, 11, 0, 100, 26, 992, 746, 171, 15, 529, 1, 4, 950, 0, 10, 338, 1, 8, 0, 0, 11621, 431, 10604, 0, 0, 0, 0, 0, 0]",10481.733195600615,"['Etess', 'Etess', 'Etess', 'Paulverise', 'Paulverise', 'versatile', 'Alliyana', 'Marta', 'Jamie', 'Jamie', 'OKaemii', 'Jamie', 'Jamie', 'jonildo', 'tanini', 'Manakish', 'Manakish', 'tanini', 'tanini', 'tanini', 'elennon', 'jack', 'Manakish', 'sophie', 'Apollogize', 'sophie', 'charlotte', 'Apollogize', 'Benlog', 'Fbomb', 'DoctorW', 'jack', 'Apollogize', 'sophie', 'Apollogize', 'elennon', 'creilly1', 'creilly1', 'creilly1', 'Jhannah', 'georgedo', 'eggface', 'creilly1', 'creilly1', 'alcam456', 'creilly1', 'Ezzey', 'Andy', 'Andy', 'Ezzey', 'creilly1', 'Ezzey', 'elennon', 'rocinante', 'creilly1', 'rocinante', 'Ezzey', 'creilly1', 'Ezzey', 'Andy', 'Nari', 'Nari', 'Nari', 'Nari', 'Nari', 'Nari', 'Nari', 'Nari', 'Nari', 'Ellen', 'elennon', 'elennon', 'Nari', 'ECDr', 'Nari', 'ECDr', 'ECDr', 'Ellen', 'ECDr', 'Nari', 'ECDr', 'ECDr', 'elennon', 'cptKav', 'Nari', 'Nari', 'timri', 'timri', 'DX13', 'DX13', 'DX13', 'timri', 'timri', 'cptKav', 'Deanerbeck', 'Luca1802', 'Luca1802', 'Deanerbeck', 'Deanerbeck', 'Deanerbeck', 'Luca1802', 'Luca1802', 'Deanerbeck', 'Luca1802', 'Deanerbeck', 'Deanerbeck', 'Luca1802', 'Luca1802', 'Luca1802', 'alan', 'Luca1802', 'alan', 'Tharry0', 'Lotua', 'Luca1802', 'Deanerbeck', 'Lotua', 'Tharry0', 'Deanerbeck', 'Deanerbeck', 'Luca1802', 'Deanerbeck', 'Lotua', 'Luca1802', 'Deanerbeck']",11621,52.689243027888445,53,43,466,26,450,74,126,746,20,20,236,11,255,40,71,405
50,eggface,112,59,oddysey,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 15, 'R': 28, 'H': 2, 'W': 9, 'B': 16, 'M': 27, 'G': 20}","{'K': 3, 'A': 26, 'R': 47, 'H': 5, 'W': 27, 'B': 30, 'M': 44, 'G': 42}",True,2625,2020-06-28 21:31:46.253000,"[1, 1, 11, 15, 27, 28, 3, 2, 11, 9, 16, 16, 17, 27, 26, 20, 328, 0, 1, 2625, 521, 280, 6, 0, 100, 3, 112, 47, 24, 4, 59, 1, 0, 53, 0, 0, 29, 1, 4, 3, 0, 1061, 2717, 107, 0, 0, 0, 0, 0, 0]",858.1158531025386,"['Gerr', 'georgedo', 'georgedo', 'georgedo', 'georgedo', 'basta', 'apropos0', 'apropos0', 'sstein', 'sstein', 'sstein', 'Deanerbeck', 'Martin', 'sstein', 'ECDr', 'alcam456', 'sstein', 'basta', 'Luca1802', 'probablytom', 'Nari', 'Nari', 'dalinar', 'Luca1802']",1061,52.67857142857143,3,26,47,5,27,30,44,42,1,15,28,2,9,16,27,20
51,Apollogize,63,33,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 6, 'A': 32, 'R': 1, 'H': 1, 'W': 25, 'B': 1, 'M': 0, 'G': 0}","{'K': 11, 'A': 61, 'R': 1, 'H': 1, 'W': 46, 'B': 3, 'M': 1, 'G': 0}",True,1637,2020-05-26 18:12:42.744000,"[1, 6, 57, 32, 1, 1, 1, 1, 1, 25, 1, 1, 0, 0, 0, 0, 30, 2, 2, 1637, 3628, 1, 6, 2, 89, 0, 62, 61, 8, 5, 33, 6, 5, 59, 5, 97, 8, 1, 3, 0, 9, 1243, 1742, 705, 0, 0, 0, 0, 0, 0]",1309.5163150185467,"['tanini', 'umachan', 'Paddy', 'Fbomb', 'sstein', 'walshy1066', 'Frp97', 'creilly1', 'dalinar', 'l17r', 'creilly1', 'Frp97', 'dalinar', 'Nari', 'sophie', 'georgedo', 'CannyCaracal', 'creilly1', 'Jambo9000', 'cptKav', 'jaymoney']",1243,52.38095238095239,11,61,1,1,46,3,1,0,6,32,1,1,25,1,0,0
52,tanini,306,160,geometric,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 0, 'R': 94, 'H': 26, 'W': 20, 'B': 73, 'M': 78, 'G': 27}","{'K': 3, 'A': 7, 'R': 167, 'H': 50, 'W': 48, 'B': 148, 'M': 142, 'G': 47}",True,4418,2020-05-26 22:48:30.296000,"[2, 2, 3, 0, 145, 94, 39, 26, 13, 20, 53, 73, 27, 78, 24, 27, 1435, 2, 1, 4418, 934, 3865, 10, 2, 99, 3, 306, 167, 54, 7, 160, 26, 10, 162, 0, 353, 82, 1, 8, 0, 1, 336, 1184, 0, 0, 0, 0, 0, 0, 0]",1213.0276574118836,"['Nari', 'Sabotage', 'Nari', 'Nari', 'walshy1066', 'Ellen', 'Etess', 'Ellen', 'cwallis', 'charlotte', 'sstein', 'creilly1', 'probablytom', 'creilly1', 'rocinante', 'Deanerbeck', 'Deanerbeck', 'Deanerbeck', 'Deanerbeck', 'Deanerbeck', 'dalinar', 'dalinar', 'dalinar', 'dalinar', 'dalinar', 'dalinar', 'creilly2', 'creilly2', 'creilly2', 'basta', 'Frp97', 'creilly2', 'creilly2', 'creilly2', 'creilly2', 'creilly2', 'creilly2', 'creilly1', 'elennon', 'OKaemii', 'creilly1', 'Luca1802', 'elennon', 'DoctorW', 'DoctorW', 'Nari', 'Paddy', 'Manakish', 'Fbomb', 'dalinar', 'creilly2', 'creilly1', 'creilly2', 'creilly2', 'creilly2', 'l17r', 'creilly2', 'creilly2', 'creilly1', 'dalinar', 'creilly2', 'Paddy', 'dalinar', 'basta']",336,52.28758169934641,3,7,167,50,48,148,142,47,2,0,94,26,20,73,78,27
53,totem37,23,12,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 2, 'R': 3, 'H': 5, 'W': 5, 'B': 4, 'M': 2, 'G': 2}","{'K': 4, 'A': 5, 'R': 6, 'H': 11, 'W': 8, 'B': 7, 'M': 3, 'G': 2}",True,543,2020-04-16 18:48:19.612000,"[2, 1, 0, 2, 4, 3, 11, 5, 5, 5, 1, 4, 0, 2, 0, 2, 64, 0, 0, 543, 1423, 0, 5, 1, 75, 2, 23, 11, 3, 0, 12, 2, 0, 21, 1, 0, 3, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1203.9918314314154,"['timri', 'elennon', 'pool27', 'whiplash', 'Etess', 'sophie', 'ECDr', 'cwallis']",0,52.17391304347826,4,5,6,11,8,7,3,2,1,2,3,5,5,4,2,2
